school, id, description
"Carmel Pak U Secondary School", "cpu", "Carmel Pak U Secondary School was founded in Tai Po by the Evangelical School Development Incorporation Limited in 1979. English is the main medium of instruction. Our school aims to provide students with Christian whole-person education in order to cater for their moral, intellectual, physical, social, aesthetic and spiritual needs. Our school has taken part in many different science competitions in the past years and accumulated a lot of experience through the competition. Therefore, our school would like to participate in more renowned and international competitions in hopes of furthering our students’ knowledge in science and broadening their horizon.\""
